seller_type,house_type,rooms,area_m2,floor,floors_total,build_type,planning,bathroom,furnished,includes,nearby,commission,description,city,url
Jismoniy shaxs,Yangi qurilgan uylar,4,100,1,4,Gʻishtli,Alohida ajratilgan,,Yoʻq,,,Yo’q,"TavsifОриентир автосалон КИА.Квартира с новым ремонтом, дуплекс, 1-этаж, никто не жил.Площадь 100 кВ.м. Кухня полностью обставлена. Кадастр готов.Цена: 77000Телефон: 91-133-33-11, 94-417-65-96",,https://www.olx.uz/d/oz/obyavlenie/sergelijskij-rajon-avtosalon-kia-4-x-komnatnaya-kvartira-prodaetsya-ID3L9tn.html
Biznes,Yangi qurilgan uylar,2,47,11,13,,,,Ha,,,Yo’q,TavsifНОВОСТРОЙКА 2/11/13ЖК MEGA TOWERЮнусабадский районОриентир Mega PlanetПлощадь: 47м2Состояние: евроремонтМебель и техникаЦЕНА: 70 000 у.е. Без торга СРОЧНО+998978770077 Алексей,,https://www.olx.uz/d/oz/obyavlenie/srochno-novostrojka-yunusabad-13kv-1-kom-47m2-evrolyuks-ID45rha.html
Biznes,Yangi qurilgan uylar,2,47.10,11,16,Monolitli,Alohida ajratilgan,Aralash,Yoʻq,Balkon,"Maktab, Bekatlar, Restoran, kafelar, turargoh",Yo’q,"TavsifTURKISTON AVENUE турар-жой мажмуаси, 3-босқич100% tolovda 381.321.600 12% skitka bn433.320.000 opshi summa108.330.000 25% boshlangʻich tolov8.124.750 40 oyga boʻlib tolashУй класи: КомфортБўлиб тўлаш муддати: 40 ойгачаБошланғич тўлов: 25% данТўхташ жойи: Ер ости (200 ўрин)Тўхташ жойи: Ер усти (100 ўрин)Топшириш муддати: 2028-йил II чоракҚаватлар сони: 16 қаватШифт баландлиги: 2,9 мҲовли жиҳозланиши:Кириш эшигиТашқи ойна блоклариДевор бўлимлариЁпиқ таъмир ишлариЎрнатилган ҳисоблагичларАсосий қурилиш материаллари: монолит каркас, газоблок тўлдириш, монолит устки ёпмалар.Мажмуа тузилиши: 16 қават, 5 блок, 10 кириш жойи.Жами майдони: 1 гектар.",,https://www.olx.uz/d/oz/obyavlenie/navastroykadan-2-xona-47m2-bosh-tolov-25-bilan-40-oyga-xarid-qilin-ID419q8.html
Biznes,Yangi qurilgan uylar,1,29.50,8,16,Monolitli,,Aralash,Yoʻq,,,Yo’q,TavsifТуркистон авеню турар жой мажмуасида янги  Катлаван сотуви очилди ва янги акция бошланди хонадон харид килиб 2 чи хонадонни совга сифатида ютиб олиш29 м2 дан 100 м2 гача хонадонлар сотиб олишингиз мумкинБошлангич 50 та хонадон учун  Супер акцияБошлангич 25% тулов килиб колган суммасини  40 ойга болиб тулашингиз мумкин1 хона 29.5 м2Умумий нархи  266.208.000 сумБошлангич 25% 106.480.000 сумХар ой 40 ойга 3.994.000 сумдан тулаб берасизМанзил: Юнусабод худуди Уч кахрамон кругига йетмасдан Сабзавот арка,,https://www.olx.uz/d/oz/obyavlenie/turkiston-navastrojkasi-yangi-katlavan-sotuvi-ochildi-25-tolovda-108-ID3YOqp.html
Biznes,Yangi qurilgan uylar,3,81,7,12,,,Alohida,Ha,"Kir yuvish mashinasi, Muzlatkich, Oshxona, Televizor, Balkon, Konditsioner, Internet, Kabelli TV",,Yo’q,TavsifПремиальная новостройкаОт Golden HouseMirabad AvenueЭксклюзивАвторский  качественный ремонтТретья линияОбщая площадь 81 м2Количество комнат 3Этаж 7Этажность 12Полностью укомплектованаМебелью и техникой  BoschСтиральная и сушильнаяПосудомоечная машиныЦена 320000 минимальный торг на месте+998903224824,,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenyu-3-komn-eksklyuziv-remont-ID45TY9.html
Jismoniy shaxs,Ikkilamchi bozor,3,78,4,5,Panelli,Alohida ajratilgan,Aralash,Ha,"Internet, Telefon, Televizor, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar bogʻchasi, Bekatlar, Koʻngilochar muassasalar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifПродаётся квартира на массиве Карасу 6Комнат: 3Этаж: 4Этажность: 5Площадь: 78м2Ориентир: МакроКомнаты раздельныеСанузел совмещенныйБалкон 2*6 объединён с гостинойЦена: 85.000$Подробности по телефону:+998997573380 Бек,,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-3-4-5-na-m-v-karasu-6-ID441Fk.html
Biznes,Ikkilamchi bozor,3,68,2,4,Gʻishtli,,Aralash,Ha,"Oshxona, Balkon","Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 3х комнатная квартира, в Мирзо-Улугбекскском районе, на массиве Ялангач, ориентир Дом быта, бывшая Налоговая инспекция !Тип строения кирпич.Общая площадь 68м2.Болкон 2×6.Санузел смежные.НЕ ТОРЕЦ !Цена 71000 у.е. не большой торг на месте !ИПОТЕКА ЕСТЬ !Телефон 998881582535",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-3-2-4-massiv-yalangach-or-r-dom-byta-ipoteka-ID44L6l.html
Biznes,Yangi qurilgan uylar,2,50,3,4,,,,Yoʻq,,,Yo’q,TavsifПосредникам просьба не беспокоить.Рады предложить большой выбор 2-комнатных квартир.,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-2-komnatnaya-na-feruze-ID3N0pv.html
Biznes,Ikkilamchi bozor,2,62,4,5,Panelli,Alohida ajratilgan,Alohida,Ha,"Muzlatkich, Televizor, Konditsioner, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"Tavsif-450 долларга арендатори бор-мебел техникалари билан (2 та кондиционер, 1 та кир ювиш машинка, микроволновка, спалний кроват, диван, кухинний уголок ва бошқалар)-манзил Юнусобод 9 квартлда Сетор карзинка;-2 хонали 62 квадратли улучшенка;-хоналар, туалет ва ванна аолҳида;-2 та балкон, ўлчамлари 2х3 размерда;-ремонтли;-450 долларга арендада квартиранти бор;-259-мактаб рўпарасида, боғча яқин;-атрофда яшил ва айланиш зоналар мавжуд;-Magnit ва Megoplanet бизнес центр ва юнусрбод метроси яқин;-ипотека кредит оркалиям сотилади;-қолган маълумотлар телефон орқали.",,https://www.olx.uz/d/oz/obyavlenie/svoya-yunusabod-9-2-kom-setor-karzinka-remontli-ipotekagayam-sotaman-ID43bo4.html
Biznes,Ikkilamchi bozor,1,36,3,4,Panelli,,Alohida,Ha,,,Yo’q,TavsifПродаю квартиру1/3/4Панельный36 м2 .Балкон 1.5 на 3Состояния чистая42.800Можно в ипотекуЯлангачОриентир институт Культуры903237765Фуркат,,https://www.olx.uz/d/oz/obyavlenie/yalangach-institut-kultury-mozhno-v-ipoteku-ID41iic.html
Jismoniy shaxs,Yangi qurilgan uylar,3,68,4,5,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,,"Bolalar maydonchasi, Restoran, kafelar, Kasalxona, poliklinika, Maktab, Park, yashil zona, Bekatlar, Supermarket, doʻkonlar, Bolalar bogʻchasi, turargoh",Yo’q,TavsifКвартира в хорошем состоянииИмеется обмен,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-kvartira-ID3Z3D0.html
Jismoniy shaxs,Yangi qurilgan uylar,3,93,4,4,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается квартира 2017 года постройки.Новостройка.Двух комнатная, переделанная в трех.Квартира находится в Юнусабадском районе возле метро Шахристан.4 этаж -4 этажного дома.Ремонт свежий.Балкон 2*6Комнаты большие, просторные.Двор тихий, спокойный.Магазины рядом.До рынка 2 остановки.До метро 300 мИмеются парковочные места и детская площадка.+998909307654",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-svoya-3-tryox-komnatnaya-kvartira-novostrojka-yunusabad-rajon-ID3ZIFL.html
Biznes,Yangi qurilgan uylar,3,76,5,7,,,,Ha,,,Yo’q,TavsifПродаётся квартира в Мирабадском  районе.Адрес: Ж/К - «Mirabad Avenue»Ор-р : Гостиница РоссияКол-во комнат: 3Этаж - 5Этажность: 6Площадь - 75м2С готовым арендатором на долгий срокЦЕНА: 255 000у.е  хороший торг на месте,,https://www.olx.uz/d/oz/obyavlenie/srochno-prodayotsya-zhk-mirabad-avenue-3-x-komnatnaya-ID43OHg.html
Jismoniy shaxs,Ikkilamchi bozor,2,59.60,2,3,Gʻishtli,Alohida ajratilgan,Alohida,Ha,Oshxona,,Yo’q,TavsifManzil:Fargona shahar oxunbabayev masif sheroz toyxonasi oldida .Qoledigon narsalari bor.Batafsil malumot tel orqali :+998905639101,,https://www.olx.uz/d/oz/obyavlenie/fargona-shahar-oxunbabayev-masifda-sotiladi-ID45Vfs.html
Biznes,Ikkilamchi bozor,2,55,4,5,,,,Yoʻq,,,Yo’q,"TavsifSotuvda 2 xonali kvartira | Buyuk Ipak Yo‘liJoylashuv: Buyuk Ipak Yo‘li, Maksim Gorkiy bekati yaqinidaHolati: YaxshiXususiyatlari:Qavat: 4 / 5Umumiy maydon: 55 m²Xonalar: 2 taBalkon: 2x6Qurilish turi: G‘ishtliNarxi: 70000 dollarIpoteka: MumkinMo‘ljal: Maksim Gorkiy metro bekati, Biy bozoriBog‘lanish: +998 97 342 54 44 — BakhytbekHavola: https://t.me/BahutRealtor#МирзоУлугбек #2хона #ипотека---Продается 2 комнатная квартира | Буюк Ипак ЙулиЛокация: Буюк Ипак Йули, рядом с метро Максим ГорькийСостояние: ХорошееХарактеристики:Этаж: 4 / 5Общая площадь: 55 м²Комнат: 2Балкон: 2x6Дом кирпичныйЦена: 70000 долларовИпотека возможнаОриентир: метро Максим Горький, рынок БийКонтакт: +998 97 342 54 44 — БахытбекСсылка: https://t.me/BahutRealtor#MirzoUlugbek #2комнаты #ипотека",,https://www.olx.uz/d/oz/obyavlenie/bij-2-4-5-ipoteka-ID45Qm3.html
Biznes,Yangi qurilgan uylar,2,42,1,8,Gʻishtli,Alohida ajratilgan,Aralash,Ha,"Internet, Muzlatkich, Televizor, Kabelli TV, Kir yuvish mashinasi, Oshxona","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Yo’q,Tavsif#Яшнабот тумани иззат кочасидаАрентр водаканалСрочно сотилади2/1/8 42м2 Гиштли домРемонт янги полни топлипол йоткизилган ичда мебель+техникалари коладиТел 939261219,,https://www.olx.uz/d/oz/obyavlenie/yashnabot-zhk-aziya-xaus-prodazha-ID45QlV.html
Biznes,Ikkilamchi bozor,4,110,1,1,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Bor,TavsifТошкент вилояти Зангиота туман назарбекда 4 хона 1.2 сотих янги тамирланган.Банк оркали хам берилади.Нархи 65000Телефон 773770002,,https://www.olx.uz/d/oz/obyavlenie/nazarbekda-4-xonali-1-2-stix-xovlicha-nazarbek-mostidan-5-km-ID3VhhM.html
Biznes,Yangi qurilgan uylar,2,60,3,7,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon","Restoran, kafelar, Bolalar bogʻchasi, turargoh, Bekatlar, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Bor,"TavsifSergeli 9 hududNovostroyka2/3/7 ,60 kvadratG’ishtli domXonalari alohida3 metro 1 km57500$+998990460016",,https://www.olx.uz/d/oz/obyavlenie/sergeli-9-hudud-novostroyka-2-3-7-60-kv-57500-ID452j0.html
Biznes,Ikkilamchi bozor,4,100,2,9,,Alohida ajratilgan,,Ha,,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifПродаётся 4 комнатная переделанная в 3-х комнатную 100м²В отличном состоянииЯккасарайский район улица БабураПодробная информация +998903716922,,https://www.olx.uz/d/oz/obyavlenie/4-komnatnaya-100m-yakkasaraj-ulica-babura-ID42aH9.html
Jismoniy shaxs,Yangi qurilgan uylar,3,75,1,8,Gʻishtli,Aralash,Aralash,Ha,"Muzlatkich, Televizor, Konditsioner, Kir yuvish mashinasi, Oshxona",,Bor,TavsifНОВОСТРОЙКА 3/1/8Ул.РудакийОриентир «Бриллиант сити»Комнат: 3Этаж: 1Этажность: 8Общая площадь: 75м2Лифт имеется!Кадастр имеется!Состояние: С евро ремонтом! «2-х контурный котел полностью теплый пол» с техникой GoodWell.ЦЕНА: 83.000 $Торг имеется!Подробная информация по телефону:+998973944455,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-kvartira-novostrojka-3-komnaty-1-etazh-75-m2-ul-rudakij-ID46fTi.html
Biznes,Yangi qurilgan uylar,4,140,1,5,Gʻishtli,Alohida ajratilgan,Alohida,Ha,,,Bor,TavsifХоналар сони: #2х + #2хкават:1Уйнинг каватлар сони:5Манзил:6-мкр 32-мактабКурилиш тури:КирпичныйХоналар жойлашуви:Алохида/ДублексУмумий майдони:70 кв + 70 кв ПодвалХолати:евро ремонтНархи:64.900$Тел:91-246-7447 / 91-979-7447,,https://www.olx.uz/d/oz/obyavlenie/4-xonalik-2-2-kvartira-1-etazh-podval-yangi-dom-6-mikr-32-maktab-ID42I3K.html
Jismoniy shaxs,Ikkilamchi bozor,3,72,2,4,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Konditsioner, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifПродается квартира 3х ком 72кв мБез ремонта с мебелью  2балкона две кладовые дом кирпичный 4этажка на втором этаже . не серьезным не беспокоитьБектемирский район улица Олтин топкан,,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-kvartira-3x-komnatnaya-ID44AYM.html
Biznes,Ikkilamchi bozor,3,77,3,4,Gʻishtli,Alohida ajratilgan,Alohida,Yoʻq,,"Restoran, kafelar, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Kasalxona, poliklinika, Koʻngilochar muassasalar, Maktab, Bolalar maydonchasi",Yo’q,"TavsifПРОДАЁТСЯШота РуставелиОр-р: Океан напротив Modera TowerДвор ЗакрытыйКомнат: 3Этаж: 3Этажность дома: 5Площадь: 77кв.м по кадаструЕВРО Ремонт С Мебелью и ТехникойЕсть открытый Балкон/ Двухсторонняя квартираСвой гараж с кадастромВ квартире: сигнализация, камеры по периметру.Подъезд чистый аккуратныйЦена: 123.000$ торг уместенТел +998900070022",,https://www.olx.uz/d/oz/obyavlenie/prodazha-shota-rustaveli-or-r-okean-naprotiv-modera-tower-3-3-5-77m2-ID46fTd.html
Jismoniy shaxs,Yangi qurilgan uylar,2,40,9,9,,Alohida ajratilgan,Aralash,Ha,,,Yo’q,TavsifYunusobod tumani Abdulla Kadiriy kochasi40 kv m,,https://www.olx.uz/d/oz/obyavlenie/sotaman-ozimni-ujim-ID46fTb.html
Jismoniy shaxs,Yangi qurilgan uylar,2,86,6,6,Gʻishtli,Alohida ajratilgan,Aralash,Ha,Internet,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,TavsifЯнги кирпичный домда 2 хонали квартира сотилади уй жудаям шинам ва катта бемалол 3 хоналик килса хам булади 2 та балкон 2 томонда тоза ремонт булган шинам уй мактаб болалар богчаси салон аптека ва супер маркет кафелар хаммаси домнинг олдида жойлашган  хуллас мазза килади олган одам мурожат учун телефон 906127780,,https://www.olx.uz/d/oz/obyavlenie/2-xonali-kvartira-sotiladi-shark1-ID461Ps.html
Jismoniy shaxs,Ikkilamchi bozor,3,73,7,9,Panelli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаю свою 3-х комнатную квартиру - (вторичка)3/7/9Удобное расположение: Яшнабадский район, Асалобод 2, рядом базар Кадышева, поликлиника, детский сад 143, школа 149, 226, метро Дустлик, Машинасозлар, ТехнопаркКомнат: 3 (раздельные) (Французская планировка)Площадь: 73 м2Санузел: 1 (раздельные)Состояние: КосметическийЕсть: Балкон 0.9*7,7, новый лифт, не торецКвартира частично с мебелью: прихожая, кухня, 2-кондиционера, стиральная машина, заходи и живи.Цена: 70 000 $. Собственник - Лиля +99894 699 77 123 xonali kvartiramni sotaman - (ikkinchi darajali)3/7/9Joylashuvi qulay: Yashnobod tumani, Asalobod 2, Qadishev bozori, poliklinika, 143-bog'cha, 149, 226-maktab, Do'stlik m., Mashinazozlar, Texnopark.Xonalar: 3 (alohida) (frantsuzcha tartib)Maydoni: 73 m2Hammom: 1 (alohida)Holati: KosmetikU erda: Balkon 0,9 * 7,7, yangi lift, oxiri emasKvartira qisman jihozlangan: koridor, oshxona, 2 ta konditsioner, kir yuvish mashinasi, kiring va yashang.Narxi: 70 000$. Egasi - Liliya +99894 699 77 12",,https://www.olx.uz/d/oz/obyavlenie/prodayu-svoyu-3-x-komn-kvartiru-yashnabadskij-rajon-ID41lz1.html
Biznes,Yangi qurilgan uylar,1,30,5,20,Monolitli,Koʻp darajali,Alohida,Yoʻq,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifУсловия покупки:– Рассрочка до 72 месяцев без процентов– Скидки до 20% при полной оплате– Бытовая техника в подарок при 100% оплате– Гибкие варианты планировок и этажейО комплексе Maljaan Residence:– 12 жилых блоков на площади 2,2 гектара– 18-20 этажные дома с монолитно-каркасной технологией– Потолки до 3 метров — светлые и просторные квартиры– 3-уровневая подземная парковка– Современные скоростные лифты– Офисные и торговые помещения на территории комплекса– Отдельные бассейны для мужчин и женщин– Фитнес-центр и оздоровительный зал прямо в комплексе– Детские игровые площадки возле каждого блока– Круглосуточная охрана, видеонаблюдение, закрытая территория– Магазины, кафе, аптеки — всё на территории– Удобное расположение: рядом школа №319, садик №58, больница и остановки транспортаКомплекс спроектирован для комфортной городской жизни с акцентом на безопасность, семейные ценности и высокое качество строительства.Продажа напрямую от застройщика, без посредников и переплат.",,https://www.olx.uz/d/oz/obyavlenie/centr-goroda-kvartira-v-maljaan-residence-rassrochka-bez-ID459ii.html
Jismoniy shaxs,Yangi qurilgan uylar,1,2,2,5,Gʻishtli,Aralash-alohida,2 va undan koʻp sanuzel,Ha,"Telefon, Kabelli TV, Internet, Konditsioner, Televizor, Oshxona, Muzlatkich, Kir yuvish mashinasi",,Bor,TavsifKvartira sotiladi  hamma sharoitga ega 1  1-xonalik 42 km2 Manzil Guliston most mostdan o'tib 61 avto bazaga bormasdan yo'l yoqasida narxi 32000 aqsh dollars kelishamiz 902994635,,https://www.olx.uz/d/oz/obyavlenie/kvartira-sotiladi-ID3Kg5v.html
Biznes,Ikkilamchi bozor,2,58,2,9,Monolitli,Alohida ajratilgan,Alohida,Ha,"Telefon, Kabelli TV, Internet, Konditsioner, Balkon, Televizor, Oshxona, Muzlatkich, Kir yuvish mashinasi","Bolalar maydonchasi, Maktab, Koʻngilochar muassasalar, Kasalxona, poliklinika, Supermarket, doʻkonlar, Park, yashil zona, Bekatlar, turargoh, Bolalar bogʻchasi, Restoran, kafelar",Yo’q,TavsifЧиланзар 20А2\2\9С ремонтомРазделкаПлощадь 58м²Ориентир Хамкор БанкЦена 60.500$,,https://www.olx.uz/d/oz/obyavlenie/razdelka-58m-chilonzor-20a-2-2-9-kvartira-sotiladi-ID452iu.html
Biznes,Yangi qurilgan uylar,6,126,7,8,Gʻishtli,Koʻp darajali,2 va undan koʻp sanuzel,Yoʻq,"Internet, Telefon, Kabelli TV, Balkon","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродается: 6-комнатная квартира-дуплекс в ЖК Palazzo (Мирзо-Улугбекский район)Представляем к продаже просторную 6-комнатную квартиру-дуплекс в жилом комплексе Palazzo от застройщика Grand Capital. У этой квартиры есть кадастр, что гарантирует юридическую чистоту и безопасность сделки.Обзор квартирыКомнаты: 6, что идеально подходит для большой семьи или тех, кто ищет максимум пространства.Этаж: Расположена на 7-м и 8-м этажах 8-этажного кирпичного дома. Это дуплекс – двухуровневая квартира, предлагающая ощущение частного дома в многоквартирном комплексе.Площадь: Внушительные 126 м², предоставляющие огромный простор для реализации ваших дизайнерских идей.Ремонт: Квартира продается в состоянии черновой отделки. Это идеальный вариант для тех, кто хочет создать интерьер своей мечты с нуля, выбирая все материалы и дизайн по собственному вкусу.Санузлы: 2 санузла значительно повышают удобство для всех проживающих.Тип строения: Дом кирпичный, что обеспечивает отличную тепло- и звукоизоляцию, а также долговечность конструкции.МестоположениеЖилой комплекс Palazzo находится в Мирзо-Улугбекском районе, в районе с развитой инфраструктурой. Среди ключевых ориентиров:Улица Ахмада ЮгнакиМестный рынокМикрорайон ТТЗЭти ориентиры указывают на удобное расположение с легким доступом к торговым точкам и жилым массивам.ЦенаСтоимость данной квартиры составляет 82 010 у.е.Контактная информацияДля получения дополнительной информации или организации просмотра, пожалуйста, свяжитесь с Равшаном по телефону: +99877 2533300.Эта просторная 6-комнатная квартира-дуплекс ждет своего нового владельца. Готовы создать дом вашей мечты?",,https://www.olx.uz/d/oz/obyavlenie/mirzoulugbekpalazzo-5-6k-kvartira-dupleks-korobka-axmadayunaki-ttz-ID45Qlz.html
Jismoniy shaxs,Yangi qurilgan uylar,1,45,4,5,Gʻishtli,Studiya,Aralash,Ha,"Konditsioner, Internet, Oshxona, Kabelli TV","Maktab, Supermarket, doʻkonlar, Park, yashil zona, Kasalxona, poliklinika, turargoh, Bekatlar, Bolalar bogʻchasi, Restoran, kafelar, Bolalar maydonchasi, Koʻngilochar muassasalar",Yo’q,"TavsifСтудия дизайнерский, квартира своя, Ввод есть, готова для нотариуса, 43кв,4 этаж.Вся техника,строй материалы, оборудование НЕ ДЕШЁВЫЕ.В квартире  имеется тёплый  пол.Пожалуйста,  звоните строго по делу.адрес: 5 микрорайон Богдаш.",,https://www.olx.uz/d/oz/obyavlenie/kvartira-lyuks-studiya-ID3Fnym.html
Jismoniy shaxs,Yangi qurilgan uylar,2,46,2,7,Gʻishtli,Aralash-alohida,Aralash,Ha,"Internet, Telefon, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona, Balkon","Kasalxona, poliklinika, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar, Maktab",Bor,"TavsifПродаю свою 2 комнатную квартиру 46 квадрат 2 этаж, новостройка рядом метро, школа, садик, продуктовый рынок, авто рынок, поликлиника, бассейн все доступноЦена 51 000$ договорная97 442 04 09",,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-2kom-kvartira-sergeli-6a-kvartal-ID46fSO.html
Biznes,Ikkilamchi bozor,3,72,3,3,Gʻishtli,Alohida ajratilgan,Alohida,Ha,"Internet, Telefon, Oshxona, Balkon",,Yo’q,TavsifПродаю 3 ком квартира на 3 этаже 3 этажного дома. Квартира в чистый хорошей состоянии можно зайти жить обш плошдь 72 кв. Комната разделение санузел разделение есть балкон. Подробности по телефону звоните.99 8097771.,,https://www.olx.uz/d/oz/obyavlenie/prodayu-3-kom-kvartira-na-3-etazhe-3-etazhnogo-doma-dubovyj-ID3ZCrq.html
Biznes,Ikkilamchi bozor,1,20,4,4,Gʻishtli,,Aralash,Ha,"Internet, Muzlatkich, Televizor, Konditsioner, Kabelli TV, Kir yuvish mashinasi, Oshxona","Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifПродаётся 1 комнатная 20м²Семейное общежитие с условиямиСанузел совмещён внутриИмеется мебель и бытовая техника, холодильник, кондиционер, стиральная машина, телевизор.После ремонтаПодробная информация по телефону +998903716922",,https://www.olx.uz/d/oz/obyavlenie/shota-rustaveli-orientir-askiya-bazar-1-komnatnaya-20m-ID42naz.html
Biznes,Yangi qurilgan uylar,1,49.90,8,16,Monolitli,,,Yoʻq,Balkon,"Kasalxona, poliklinika, Maktab, Bolalar maydonchasi, Bolalar bogʻchasi, Bekatlar, Park, yashil zona, Koʻngilochar muassasalar, Restoran, kafelar, turargoh, Supermarket, doʻkonlar",Yo’q,"TavsifЖК «Туркистан» — это современный жилой комплекс в стиле хай-тек с базальтовым фасадом по привлекательным ценам с широким выбором больших и маленьких квартир!Жилой комплекс будет включать в себя 16 этажный дом с 8 подъездами, в каждом из которых будет просторная лестничная площадка с двумя бесшумным лифтами. Общая площадь комплекса составляет 70 соток, а площадь застройки — 30 соток.ЖК «Туркистан» предоставит квартиру на любой вкус, от однокомнатных, при этом просторных квартир до 5-комнатных квартир, каждая из которых станет уютным и просторным домом с высокими потолками.В каждой квартире будут установлены:- Входная дверь- Пластиковые окна- Межкомнатные перегородки- Пол и потолок монолит- Коммуникации (стояки, счётчики).Также на территории ЖК «Туркистан» будут доступны подземная и наземная автостоянки с перегородками (240 мест и 70 мест).Более того, каждая квартира будет иметь балкон шириной в 1,20 см.Можете приобрести в рассрочку до 30 месяцевСдача комплекса запланирована на 4 квартал 2026 года.Звоните+998994674499 Влад",,https://www.olx.uz/d/oz/obyavlenie/odnokomnatnaya-kvartira-49-9m2-33-600-ID452ij.html
Biznes,Ikkilamchi bozor,3,72,7,9,Panelli,Alohida ajratilgan,,Ha,,,Yo’q,"TavsifВТОРИЧКА 3/7/9 ОЙБЕКор-р кафе ""ТОЧКА вкусаРядом гостиница РоссияМИРАБАДСКИЙ районФранцузская плани-каПлощадь: панель 75м2Состояние: Евро ЛЮКСУкомплектована/новаяМебелью и ТЕХНИКОЙЦЕНА: 149.000у.е+998332092929+998909553948",,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-kvartira-3-7-9-vtorichka-ajbek-gost-rossiya-evro-ID45rhf.html
